"","id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","reviews_per_month","availability_365"
"1",6369,"Rooftop terrace room ,  ensuite bathroom","Chamartín","Hispanoamérica",40.45724,-3.67688,"Private room",60,1,0.58,180
"2",21853,"Bright and airy room","Latina","Cármenes",40.40381,-3.7413,"Private room",31,4,0.42,364
"3",23001,"Apartmento Arganzuela- Madrid Rio","Arganzuela","Legazpi",40.3884,-3.69511,"Entire home/apt",50,15,0,1
"4",24805,"Gran Via Studio Madrid","Centro","Universidad",40.42183,-3.70529,"Entire home/apt",92,5,0.13,72
"5",26825,"Single Room whith private Bathroom","Arganzuela","Legazpi",40.38975,-3.69018,"Private room",26,2,1.12,365
"6",28200,"Apartamento Arganzuela Planetario","Arganzuela","Legazpi",40.3886,-3.69492,"Entire home/apt",85,1,0.03,365
"7",30320,"Great Vacational Apartments","Centro","Sol",40.41476,-3.70418,"Entire home/apt",65,5,1.29,351
"8",30959,"Beautiful loft in Madrid Center","Centro","Embajadores",40.41259,-3.70105,"Entire home/apt",54,3,0.11,0
"10",40718,"COZY APARTMENT CIBELES-GRAN VIA-PTA DEL SOL-CHUECA","Centro","Justicia",40.41969,-3.69736,"Entire home/apt",79,3,0.91,302
"11",40916,"Holiday Apartment Madrid Center","Centro","Universidad",40.42247,-3.70577,"Entire home/apt",90,5,0.38,346
"12",47957,"Amazing Apartment, Salamanca Distri","Salamanca","Goya",40.42792,-3.67682,"Entire home/apt",82,10,0.44,319
"13",59923,"Habitación para féminas en el centro de Madrid","Centro","Palacio",40.42103,-3.71038,"Private room",40,1,0.15,365
"14",62423,"MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID","Centro","Justicia",40.41884,-3.69655,"Private room",24,1,2.21,357
"15",64131,"Habitación Metro Lacoma","Fuencarral - El Pardo","Peñagrande",40.48543,-3.72318,"Private room",21,2,0.46,364
"16",70059,"Tu hogar en centro de Madrid.","Centro","Universidad",40.42381,-3.71038,"Entire home/apt",51,5,0.33,38
"17",70316,"Superbly located Monthly rental Bills Incl.","Centro","Palacio",40.42191,-3.71038,"Entire home/apt",75,28,0.1,348
"18",72150,"Sunny attic duplex flat with terrace next to Sol","Centro","Embajadores",40.4115,-3.70449,"Entire home/apt",139,2,0.87,180
"19",74352,"Cozy apartment in the coolest  neighbourhood","Centro","Embajadores",40.40864,-3.70884,"Entire home/apt",80,8,0.11,288
"20",75609,"Estudio Museo Dino","Centro","Embajadores",40.40892,-3.69697,"Entire home/apt",63,3,0.51,46
"21",82481,"Retiro Park, Stay at cosy studio","Salamanca","Recoletos",40.42342,-3.68123,"Entire home/apt",63,3,0.89,0
"22",84719,"Cool Apart. (10min Center + WIFI)","Centro","Embajadores",40.40866,-3.70374,"Entire home/apt",46,2,1.53,37
"23",86042,"Cozy attic with intimate rooftop terrace+ elevator","Centro","Embajadores",40.40939,-3.69812,"Entire home/apt",125,2,1.28,179
"24",89954,"Amazing apt in the historic center","Centro","Palacio",40.41358,-3.71353,"Entire home/apt",114,2,1.75,365
"25",92920,"Bedroom in Chueca Madrid","Centro","Justicia",40.42491,-3.69552,"Private room",70,2,0.76,363
"26",93100,"*** MALASAÑA B&B ***","Centro","Universidad",40.42378,-3.70248,"Private room",45,1,5.31,289
"27",96807,"double room, bathroom","Puente de Vallecas","Palomeras Bajas",40.38159,-3.65534,"Private room",31,4,0.64,365
"28",100411,"Ático muy luminoso","Fuencarral - El Pardo","Valverde",40.50044,-3.67032,"Entire home/apt",60,2,0.05,0
"29",101507,"NICE FLAT IN THE CENTER OF MADRID","Centro","Embajadores",40.40786,-3.70223,"Entire home/apt",50,3,0.68,31
"30",102040,"Nice Single Room with wifi.","Ciudad Lineal","Pueblo Nuevo",40.43422,-3.64196,"Private room",19,3,0,89
"31",102194,"Chic apartment CHUECA totally soundproofed","Centro","Justicia",40.42318,-3.69748,"Entire home/apt",96,2,0.19,226
"32",103541,"CENTRAL AND COMFORT APTO. W/PARKING","Chamberí","Almagro",40.43815,-3.69764,"Entire home/apt",70,2,1.57,313
"33",114854,"NICE CENTRAL TOURISM-BUSINESS APTO","Chamberí","Rios Rosas",40.4382,-3.69389,"Entire home/apt",70,2,0.98,320
"34",119389,"Madrid Apartment Latina","Centro","Embajadores",40.40919,-3.70908,"Entire home/apt",105,3,0.67,233
"35",120293,"ROOM IN THE CENTER -LA LATINA- WIFI","Centro","Palacio",40.41143,-3.70912,"Private room",20,1,1.68,45
"36",120762,"SHINY ROOM in DOWNTOWN / MALASAÑA!!","Centro","Universidad",40.42231,-3.70482,"Private room",32,1,1.84,262
"37",123864,"LOVELY STUDIO IN OLD TOWN-A/C-WIFI","Centro","Embajadores",40.41001,-3.70704,"Entire home/apt",44,1,4.46,83
"38",127819,"140 m2 Architect flat - Madrid center","Centro","Cortes",40.4141,-3.70289,"Entire home/apt",148,1,0.86,343
"39",132428,"Habitacion en Anton Martin","Centro","Embajadores",40.41012,-3.69709,"Private room",30,3,2.21,1
"40",136058,"Calm, affordable room in Madrid.","Villaverde","Los Angeles",40.35761,-3.69723,"Private room",21,1,0.6,289
"41",154224,"NICE FLAT SANTA ANA.45m2 WIFI (A)","Centro","Cortes",40.41392,-3.70049,"Entire home/apt",69,3,0.82,341
"42",163429,"Centrical loft in Madrid (Chamberi)","Chamberí","Trafalgar",40.43765,-3.70408,"Entire home/apt",65,90,0.07,1
"43",167183,"private house B & B. Arturo Soria (Metro)","Hortaleza","Piovera",40.45575,-3.64912,"Private room",45,1,0.22,363
"44",170750,"2-bedroom attic & rooftop terrace","Centro","Universidad",40.42386,-3.70489,"Entire home/apt",91,25,1.65,340
"45",171144,"Penthouse in PALACIO with 2 ROOMS","Centro","Palacio",40.41678,-3.71156,"Entire home/apt",120,3,0.09,1
"46",177523,"<U+2605>STAYCATION<U+2605> Centro - Exclusivo, Estudio Diseño","Centro","Universidad",40.42876,-3.70379,"Entire home/apt",72,5,0.11,233
"47",177846,"HABITACIÓN EN MALASAÑA, CON BALCÓN Y MUCHA LUZ","Centro","Universidad",40.42399,-3.70389,"Private room",20,3,0.52,365
"48",177850,"PEQUEÑA HABITACIÓN EN CENTRO, EN BARRIO MALASAÑA","Centro","Universidad",40.42609,-3.70551,"Private room",18,4,0.93,365
"49",196197,"Views of San Andres Baroque from a Central Madrid Apartment","Centro","Palacio",40.41235,-3.70967,"Entire home/apt",55,2,2.46,269
"50",199016,"Room in central top floor with 2 terraces","Centro","Universidad",40.4257,-3.70383,"Private room",28,2,0.35,364
"51",199201,"Converted theatre, historic centre","Centro","Embajadores",40.41319,-3.7024,"Private room",75,3,1.27,364
"52",200828,"FRENTE MAR, ZONA CALAS. PISCINA.","Salamanca","Castellana",40.43201,-3.68358,"Entire home/apt",214,7,0,365
"53",201033,"Shiny Room in Malasaña II/Center","Centro","Universidad",40.4221,-3.70685,"Private room",40,1,0.45,1
"54",204570,"Lovely 110m2 home - Best location!","Centro","Cortes",40.4152,-3.69668,"Entire home/apt",80,5,0.86,150
"55",205199,"Tafari Gran Via","Centro","Universidad",40.42116,-3.70384,"Entire home/apt",85,3,2.33,365
"56",207275,"Bedroom with views","Moncloa - Aravaca","Casa de Campo",40.42829,-3.72119,"Private room",50,10,0.08,365
"57",209373,"Attic in the Heart of Madrid-WIFI","Centro","Embajadores",40.41126,-3.70347,"Private room",30,7,0.33,277
"58",209780,"The Mad B&B - Cool 3BD with Wifi & AC","Carabanchel","Abrantes",40.37935,-3.73162,"Entire home/apt",94,2,1.66,0
"59",211444,"Private Room in a Sunny and Luxuriously Appointed Apartment","Hortaleza","Canillas",40.45959,-3.64699,"Private room",55,2,1.06,365
"60",217674,"PENTHOUSE PLAZA MAYOR ROOFTOP TERRACE XVI CENTURY","Centro","Sol",40.41538,-3.70741,"Entire home/apt",101,3,1.81,316
"61",219303,"*** Malasaña B&B exterior***","Centro","Universidad",40.42377,-3.70241,"Private room",19,1,1.6,364
"62",225462,"Bright silent room in the center","Centro","Cortes",40.41366,-3.69788,"Private room",30,2,1.3,338
"63",225489,"Madrid City Center. Room for 1 or 2 people.","Chamberí","Arapiles",40.43595,-3.70706,"Private room",25,25,0.3,0
"64",229664,"Beautiful cozy loft madrid center","Centro","Embajadores",40.4078,-3.70085,"Entire home/apt",43,2,4.25,289
"65",231861,"COMFORTABLE ROOM IN A GREAT AREA!!!","Chamberí","Trafalgar",40.43699,-3.70037,"Private room",61,1,0,0
"66",240128,"CHEAP  ROOM ONLY GIRLS OR COUPLES","Carabanchel","Opañel",40.3924,-3.72344,"Private room",25,5,0.67,364
"67",256004,"CASA ARCO CUCHILLEROS-BOTIN","Centro","Sol",40.41428,-3.70767,"Entire home/apt",80,3,1.32,365
"68",260656,"Quiet duplex apartment in Lavapiés","Centro","Embajadores",40.40743,-3.70114,"Entire home/apt",88,7,0.32,362
"69",260951,"Spectacular Loft ""A"" Ifema  Madrid","Hortaleza","Valdefuentes",40.47189,-3.62966,"Entire home/apt",95,3,1.24,0
"70",261878,"GREAT STUDIO! BEST REVIEWS! CENTRAL","Centro","Universidad",40.42269,-3.70378,"Entire home/apt",67,3,4.22,151
"71",263748,"LOFT ""C"" modern design loft IFEMA","Hortaleza","Valdefuentes",40.47142,-3.62881,"Entire home/apt",64,4,1.05,37
"72",268275,"Madrid center with balconies","Centro","Embajadores",40.41194,-3.70339,"Entire home/apt",79,2,0.51,104
"73",280733,"Stylish apartment you will love with balconies","Centro","Universidad",40.42457,-3.70802,"Entire home/apt",110,5,0.34,184
"74",281224,"Central & Comfy Apartment in Opera - Royal Palace","Centro","Palacio",40.41685,-3.70882,"Entire home/apt",68,2,1.9,163
"75",282195,"Winter Offer 40m2 Wifi. Centre O","Centro","Cortes",40.41391,-3.7005,"Entire home/apt",71,3,0.49,340
"76",282196,"COZY FLAT, SANTA ANA,40m2,WIFI (I)","Centro","Cortes",40.41392,-3.70049,"Entire home/apt",59,3,0.65,341
"77",282715,"Cozy and Luxury Penthouse, GL*****Madrid","Salamanca","Recoletos",40.42432,-3.68329,"Entire home/apt",175,2,1.02,337
"78",283862,"CENTER
HISTORICAL, SOL, DUPLEX","Centro","Sol",40.41681,-3.70747,"Entire home/apt",106,1,0.47,0
"79",287660,"Beatiful downtown room with balcony","Centro","Universidad",40.42683,-3.71108,"Private room",30,1,0.1,0
"80",289555,"Casa Museo del Prado-Private room.","Centro","Cortes",40.41758,-3.69631,"Private room",26,1,1.81,308
"81",294520,"Centro de Madrid Gran Habitación","Centro","Justicia",40.42226,-3.69959,"Private room",50,2,0.33,0
"82",294529,"Centro de Madrid. Room 3","Centro","Justicia",40.42226,-3.69959,"Private room",37,4,0.49,365
"83",297017,"Charming Prado Luxury","Centro","Cortes",40.41414,-3.69419,"Entire home/apt",89,3,0.91,344
"84",310333,"Central, cute & Art Apartment","Centro","Embajadores",40.40908,-3.69514,"Entire home/apt",61,4,1.03,333
"85",310678,"Precioso apartamento en Gran Via","Centro","Universidad",40.42163,-3.70785,"Entire home/apt",68,3,2.77,263
"86",315682,"QUIET and SPACIOUS .Heart of Malasaña.Madrid.","Centro","Universidad",40.42365,-3.70379,"Entire home/apt",172,3,1.89,0
"87",316711,"OPERA, PALACIO REAL, CENTRO, SOL","Centro","Sol",40.41822,-3.70845,"Private room",200,15,0.25,159
"88",333974,"Winter froml 34€per.Centric.Wifi E","Centro","Cortes",40.41392,-3.70049,"Entire home/apt",59,3,0.59,341
"89",336672,"Great apartment 84 rooms8 close to City Center","Arganzuela","Delicias",40.39516,-3.69309,"Entire home/apt",106,2,1.4,90
"90",336834,"2 bedroom apartament in Chueca-Fuen","Centro","Justicia",40.42242,-3.69562,"Entire home/apt",65,5,0.4,1
"91",336869,"Direct to Plaza Mayor!","Centro","Sol",40.41593,-3.70602,"Private room",87,2,0.96,0
"92",337292,"Principe de Vergara. Homey Room","Chamartín","Ciudad Jardín",40.44663,-3.67625,"Private room",35,2,0.07,0
"93",339144,"COZY APARTMENT MADRID MALASAÑA","Centro","Universidad",40.42838,-3.70345,"Entire home/apt",64,3,1.13,258
"94",339171,"PRADO MUSEUM AIR & OnSiteParking (*)","Centro","Cortes",40.41285,-3.69553,"Entire home/apt",82,3,1.44,304
"95",339813,"Room in Madrid Center good ambient","Centro","Cortes",40.41204,-3.6975,"Entire home/apt",80,2,0.02,364
"96",341939,"Self-catering Apartment in Madrid","Centro","Embajadores",40.41037,-3.70018,"Entire home/apt",55,30,1.51,289
"97",342095,"Lovely apartment CENTRAL MADRID !","Centro","Embajadores",40.41015,-3.69797,"Entire home/apt",79,5,0.3,363
"98",342557,"Berlin's Park at your window. Parking included.","Chamartín","Ciudad Jardín",40.45005,-3.67569,"Private room",70,2,0.6,343
"99",342952,"Special price 29€ per.Center.Wifi U","Centro","Cortes",40.41392,-3.70049,"Entire home/apt",59,3,1.07,340
"100",345195,"DUPLO Heart of Madrid/Malasaña","Centro","Universidad",40.42365,-3.70536,"Entire home/apt",89,3,0.04,0
"101",345230,"GOYA apartment.Heart of Madrid","Centro","Universidad",40.42531,-3.70597,"Private room",77,3,0.05,89
"102",345233,"MIRO apartment.Heart of Madrid","Centro","Universidad",40.42504,-3.704,"Private room",77,3,0.04,89
"103",345249,"CASTELLANA CASTELLANA DELUXE FINANCIAL DISTRICT","Tetuán","Almenara",40.47148,-3.68946,"Entire home/apt",166,2,0.28,325
"104",347510,"Classy Central Family Alcalá Deluxe","Salamanca","Fuente del Berro",40.42881,-3.66605,"Entire home/apt",223,2,0.39,356
"105",354838,"Entire apartment Plaza de España!","Centro","Universidad",40.4249,-3.7097,"Entire home/apt",70,20,0.35,0
"106",361053,"Cozy, luminous  excellenty placed","Retiro","Niño Jesús",40.40988,-3.67503,"Entire home/apt",100,2,1.41,149
"107",363476,"PUERTA DEL SOL-QUIET DOWNTOWN","Centro","Sol",40.41676,-3.70682,"Private room",44,2,3.62,358
"108",371532,"Fantastic Location. Great apartment, Opera","Centro","Palacio",40.41944,-3.70945,"Entire home/apt",80,2,0.72,180
"109",375472,"Host family in the center of Madrid","Arganzuela","Acacias",40.40334,-3.70254,"Private room",19,6,1.41,16
"110",376379,"Great Studio for Rent in Madrid","Centro","Embajadores",40.41115,-3.69673,"Entire home/apt",42,1,0.21,258
"111",377151,"private house in elegant neiborhood","Salamanca","Fuente del Berro",40.42163,-3.66249,"Private room",30,1,0.33,0
"112",391795,"Quiet room in a terraced house","Puente de Vallecas","Entrevías",40.37733,-3.67441,"Private room",35,2,0.12,365
"113",396532,"Apart. 25mts from Gran Via,exterior","Centro","Sol",40.41959,-3.70373,"Entire home/apt",88,2,1.1,48
"114",406341,"Quiet downtown Madrid, nearby all","Salamanca","Lista",40.42978,-3.67817,"Private room",25,3,1.14,296
"115",406697,"Lovely & Cozy Apartment Center","Centro","Cortes",40.41401,-3.70004,"Entire home/apt",56,2,3.49,0
"116",410699,"80m2 spacious bright loft apartment","Centro","Sol",40.41737,-3.70015,"Entire home/apt",140,2,1.4,193
"117",415967,"LAVAPIES CLASSY (CENTER TOWN)","Centro","Embajadores",40.40827,-3.70049,"Entire home/apt",58,2,1.39,150
"118",416705,"Quiet room in a two level house","Puente de Vallecas","Entrevías",40.379,-3.67423,"Private room",30,2,0.6,351
"119",420039,"Bonito estudio en pleno centro","Centro","Universidad",40.42738,-3.70635,"Entire home/apt",57,1,6,244
"120",423655,"Tribunal Apartment","Centro","Justicia",40.42719,-3.70142,"Entire home/apt",100,5,0.02,269
"121",424816,"Habitación privada en apartamento..","Tetuán","Cuatro Caminos",40.45399,-3.69957,"Private room",30,90,0.04,363
"122",427407,"study sol-atocha I","Centro","Embajadores",40.41155,-3.70146,"Entire home/apt",65,2,0.07,323
"123",429306,"Vintage and Scandi Chic at an Historic Central Madrid Home","Chamberí","Arapiles",40.43028,-3.70732,"Entire home/apt",103,3,1.7,264
"124",429604,"sol-atocha II study","Centro","Cortes",40.4135,-3.70145,"Entire home/apt",65,2,0.02,306
"125",431806,"CHARMING SUITE IN MADRID'S LEDGE","Moncloa - Aravaca","Casa de Campo",40.42827,-3.72226,"Private room",30,15,0.94,322
"126",435010,"Cute penthouse room in Madrid!!!","Centro","Palacio",40.41275,-3.70862,"Private room",25,2,1.88,351
"127",439715,"Chueca Secret Apartment","Centro","Justicia",40.42224,-3.69776,"Entire home/apt",100,2,0.12,365
"128",440596,"Quiet Central Apartment with WiFi","Chamberí","Trafalgar",40.43015,-3.69864,"Entire home/apt",30,3,0.07,0
"129",442986,"madrid center chueca house wiffi","Centro","Justicia",40.42389,-3.6977,"Entire home/apt",96,2,0.17,363
"130",444113,"Pretty room","Latina","Lucero",40.40182,-3.75334,"Private room",25,1,0,365
"131",449218,"Central, fully equipped, best price","Centro","Justicia",40.42849,-3.70183,"Entire home/apt",49,3,2.65,197
"132",456165,"Nice room in Madrid","Carabanchel","Comillas",40.39032,-3.71382,"Private room",30,2,0.15,0
"133",460898,"Wide and nice apartment in Madrid","Fuencarral - El Pardo","La Paz",40.48503,-3.69858,"Private room",15,30,0,362
"134",462072,"Spectacular Penthouse 95 m² Latina","Centro","Palacio",40.40869,-3.71073,"Entire home/apt",121,2,0.57,196
"135",464307,"LOVELY SUNNY, DOWNTOWN, 2 BR APT.","Centro","Universidad",40.42186,-3.70341,"Entire home/apt",85,3,0.55,104
"136",467552,"DESIGN PENTHOUSE ALONSO MARTINEZ!","Chamberí","Almagro",40.42859,-3.69521,"Entire home/apt",72,2,0.31,158
"137",468202,"BEST STUDIO IN VERY CENTER MADRID FIBRE OPTIC WIFI","Centro","Universidad",40.42123,-3.70133,"Entire home/apt",25,30,2.49,316
"138",470132,"<U+2764>Quiet & Comfortable apartment **Superhost**","Centro","Embajadores",40.41018,-3.70164,"Entire home/apt",77,3,0.35,0
"139",473112,"LUXURY DUPLEX CENTER A/A-WIFI","Centro","Justicia",40.42349,-3.70024,"Entire home/apt",74,12,0.51,152
"140",479718,"Wanda Stadium. Madrid. 20 minutes from Sol by tube","San Blas - Canillejas","Rosas",40.43202,-3.60353,"Private room",76,3,0.13,363
"141",490610,"Bed&Breakfast, 2 bedrooms for 3, at Latina","Latina","Puerta del Angel",40.40996,-3.72491,"Private room",38,2,0.18,0
"142",491070,"NICE APT IN THE HEART OF MADRID !!!","Centro","Universidad",40.42885,-3.70479,"Entire home/apt",70,90,0.1,364
"143",492221,"CENTRICO EN EL BARRIO DE LA LATINA","Centro","Palacio",40.41322,-3.70949,"Entire home/apt",69,2,2.07,227
"144",493238,"ElRastro-Plaza Mayor. Air cond-WIFI","Centro","Embajadores",40.40655,-3.70629,"Entire home/apt",54,4,1.91,289
"145",497706,"Peaceful apartment in Madrid Centre","Retiro","Jerónimos",40.40808,-3.68338,"Entire home/apt",60,1,2.02,260
"146",499911,"2 bedroom apartment downtown Madrid","Centro","Embajadores",40.41234,-3.70186,"Entire home/apt",97,4,1.6,258
"147",502918,"Cozy room in penthouse in Madrid's heart","Centro","Cortes",40.41155,-3.69492,"Private room",48,3,1.43,0
"148",506956,"Precioso  apartamento  céntrico  en Madrid","Ciudad Lineal","Concepción",40.44117,-3.64841,"Entire home/apt",68,1,6.51,138
"149",507614,"Malasaña: Amazing&extremely central 2BD flat","Centro","Universidad",40.42323,-3.70434,"Entire home/apt",84,30,0.22,364
"150",510973,"Habitación céntrica a 1 min de Plza Santa Ana","Centro","Cortes",40.41412,-3.70057,"Private room",46,2,0.08,365
"151",514917,"Nice room, nice flat","Latina","Puerta del Angel",40.40445,-3.7398,"Private room",31,4,0.26,363
"152",515008,"BIG BED & VERY NICE ROOM YELLOW.","San Blas - Canillejas","Arcos",40.42297,-3.61193,"Private room",17,10,0.22,319
"153",515339,"Cozy & central flat 35 m2 next to ROYAL PALACE","Centro","Palacio",40.4127,-3.7126,"Entire home/apt",65,3,2.04,0
"154",518208,"BIG BED & VERY NICE ORANGE ROOM.","San Blas - Canillejas","Arcos",40.42756,-3.61577,"Private room",21,10,0.18,349
"155",518511,"Central, cheery, light, historic","Centro","Embajadores",40.41012,-3.70484,"Private room",40,2,0.09,365
"156",521329,"Nice&perfect location singel room","Chamartín","Hispanoamérica",40.45591,-3.68773,"Private room",20,7,0,364
"157",521367,"Penthouse with terrace in SOL","Centro","Sol",40.4154,-3.70255,"Entire home/apt",75,3,1.15,99
"158",522563,"Beautiful loft in downtown Madrid","Centro","Palacio",40.41152,-3.70991,"Entire home/apt",76,2,1.14,179
"159",524003,"NEXT TO PLAZA MAYOR STATELY BUILDNG","Centro","Embajadores",40.41327,-3.70223,"Private room",65,2,3.65,365
"160",526162,"Single room in shared flat. Central","Retiro","Pacífico",40.4057,-3.67605,"Private room",19,2,0.01,0
"161",526513,"Sol.  Your home in Madrid´s Heart","Centro","Sol",40.41604,-3.70834,"Entire home/apt",42,2,4.81,169
"162",529690,"Architect's sunny La Latina retreat","Centro","Palacio",40.41004,-3.71233,"Entire home/apt",100,2,0.13,328
"163",531677,"Bright room in the Gran Via!!!!","Centro","Universidad",40.42286,-3.70236,"Private room",34,2,5.02,179
"164",536574,"Junior Rent","Arganzuela","Delicias",40.39317,-3.69358,"Entire home/apt",70,3,0.04,0
"165",537234,"Single Naranja en casa de artista","Arganzuela","Palos de Moguer",40.40108,-3.69113,"Private room",25,1,0.18,0
"166",540937,"MELROSEPIES apartment  A/C City Centre Free WIFI","Centro","Embajadores",40.40954,-3.70096,"Entire home/apt",55,1,2.37,174
"168",544736,"SUNNY & EASY ACCESIBLE BEDROOM","Chamartín","Hispanoamérica",40.45841,-3.67598,"Private room",21,2,0.39,311
"169",545174,"MADRID - MONCLOA","Chamberí","Gaztambide",40.43474,-3.71233,"Entire home/apt",40,1,0.04,0
"170",547050,"LUMINOUS, cozy, next to Retiro Park","Retiro","Ibiza",40.42159,-3.67713,"Private room",43,5,0.01,87
"171",548353,"Cozy at heart of Chamberi Madrid. 4","Chamberí","Rios Rosas",40.44599,-3.70334,"Entire home/apt",99,2,0.16,365
"172",548995,"CHIC and CENTRAL apartment +WIFI","Retiro","Ibiza",40.419,-3.67774,"Entire home/apt",90,5,1.43,244
"173",549664,"SPACIOUS ROOM WITH BATHROOM","Villa de Vallecas","Casco Histórico de Vallecas",40.37057,-3.61511,"Private room",50,1,0.01,180
"174",552183,"Nice apartment. historic center Mad","Centro","Cortes",40.41309,-3.69775,"Private room",35,2,2.44,364
"175",560941,"Serrano apartment","Salamanca","Recoletos",40.42297,-3.69095,"Entire home/apt",134,5,0.26,241
"176",565152,"wonderful aparment in lavapies !!","Centro","Embajadores",40.40683,-3.69932,"Entire home/apt",37,2,2.07,171
"177",566241,"LOVELY APARTMENT CLOSE TO REINA SOFIA MUSEUM","Centro","Embajadores",40.40913,-3.699,"Entire home/apt",50,90,0.29,0
"178",568190,"Rooms to rent to students,tourists","Latina","Puerta del Angel",40.41016,-3.72863,"Private room",20,2,1.92,0
"179",570158,"Stanza- Carina","Tetuán","Cuatro Caminos",40.447,-3.70291,"Private room",20,7,0.33,336
"180",572048,"Rooms to rent in a shared flat","Chamberí","Trafalgar",40.42993,-3.70339,"Private room",30,3,0,0
"181",576487,"House in Barajas, close to AIRPORT andIFEMA","Barajas","Casco Histórico de Barajas",40.4739,-3.57583,"Entire home/apt",78,1,3.86,236
"183",586726,"Good Karma - Madrid Rio Penthouse","Moncloa - Aravaca","Casa de Campo",40.42671,-3.72858,"Entire home/apt",86,30,0.33,173
"184",588382,"Apartment in the center of Madrid","Centro","Embajadores",40.41151,-3.70257,"Entire home/apt",190,2,0.06,0
"185",588518,"Penthouse with Stunning Balcony Near Plaza Mayor","Centro","Palacio",40.4158,-3.70962,"Entire home/apt",165,4,0.7,277
"186",590710,"Single/Double private room","Usera","San Fermín",40.36701,-3.68667,"Private room",50,7,0.55,362
"187",598771,"Atocha Attic - Unbeatable Location","Arganzuela","Palos de Moguer",40.40661,-3.6952,"Entire home/apt",85,3,0.83,363
"188",599134,"Cosy Plaza Mayor apartment in central Madrid","Centro","Sol",40.41596,-3.70846,"Private room",33,30,0.07,87
"189",599885,"ALEGRE Y LUMINOSA HABITACIÓN CENTRO","Centro","Justicia",40.42397,-3.69721,"Private room",25,2,1.38,131
"190",599977,"CENTRAL STUDIO FLAT","Centro","Universidad",40.42675,-3.70683,"Entire home/apt",37,2,3.85,197
"191",604150,"El Rincón de Serrano","Salamanca","Castellana",40.4312,-3.68502,"Entire home/apt",110,30,0.02,362
"192",604632,"habitacion luminosa madrid-centro","Tetuán","Berruguete",40.457,-3.70436,"Private room",23,1,0.57,365
"193",605339,"NiceStay_HighValue_Orange RoomWIFI","Latina","Lucero",40.40743,-3.74293,"Private room",14,3,1.66,69
"194",606923,"Habitación+baño+cocina privada -Aravaca - Madrid","Moncloa - Aravaca","Aravaca",40.45021,-3.78733,"Private room",28,2,0.77,76
"195",607548,"Attic with views and large Terrace","Puente de Vallecas","San Diego",40.39366,-3.66535,"Private room",45,2,0.03,0
"196",608742,"Central and quiet.","Centro","Palacio",40.41744,-3.70873,"Entire home/apt",49,2,4.34,76
"197",610675,"Beautiful attic, best location.","Centro","Sol",40.41769,-3.69974,"Entire home/apt",70,3,0.07,0
"198",616027,"Quiet room well located, Av.America","Chamartín","Prosperidad",40.43922,-3.67574,"Private room",23,1,0.71,0
"199",618576,"Puerta del Sol - Palacio Real.","Centro","Palacio",40.41771,-3.70925,"Entire home/apt",76,2,2.88,76
"200",625566,"DUPLEX AT MADRID CENTER WITH POOL","Arganzuela","Acacias",40.40349,-3.70418,"Entire home/apt",60,2,0.27,0
"201",628394,"Luxurious Duplex (3 heights) in Sol","Centro","Sol",40.4173,-3.70208,"Entire home/apt",279,2,0.71,104
"202",631737,"Chamartin, Large, Warm, Calm & lux","Chamartín","Castilla",40.47143,-3.6748,"Entire home/apt",75,3,0.01,132
"203",642863,"Malasaña, Madrid, private room","Centro","Universidad",40.42245,-3.70504,"Private room",46,4,0.45,89
"204",643471,"CHEAP & NICE B&B IN MADRID CENTRE","Centro","Embajadores",40.41256,-3.70373,"Private room",10,3,0.58,0
"205",644656,"Room NEXT TO THE METRO!!","Ciudad Lineal","Pueblo Nuevo",40.42432,-3.6399,"Private room",25,7,0.11,365
"206",647376,"LA LATINA AMAZING NEIGHBORHOOD !!","Centro","Palacio",40.41163,-3.70822,"Entire home/apt",58,30,0.17,364
"207",647891,"Madrid Big large room 25m2","Chamberí","Gaztambide",40.43188,-3.71386,"Private room",40,2,0.65,76
"208",655514,"Room for one or two people","Ciudad Lineal","Pueblo Nuevo",40.42432,-3.6399,"Private room",30,1,0,365
"209",656520,"Studio in Lavapies , Madrid","Centro","Embajadores",40.40969,-3.70457,"Entire home/apt",65,5,0.27,74
"210",659887,"Habitación amplia y comoda centro Madrid","Retiro","Pacífico",40.40264,-3.68309,"Private room",29,14,0.08,364
"211",663761,"Habitacion con litera para 2 o 3","Villa de Vallecas","Casco Histórico de Vallecas",40.37093,-3.62298,"Private room",23,1,0.06,0
"212",668753,"Sunny bdm. One of Madrid best areas","Chamberí","Trafalgar",40.43287,-3.7007,"Private room",46,4,0.89,362
"213",676566,"Up to 4 people flat central Madrid","Retiro","Pacífico",40.40222,-3.68096,"Entire home/apt",75,3,0.89,1
"214",678413,"LOVELY & BOHEMIAN IN MADRID HEART","Arganzuela","Acacias",40.40419,-3.70383,"Entire home/apt",70,5,0.22,363
"215",680784,"Habitacion Madrid Centro MUY BIEN SITUADO!","Centro","Universidad",40.42136,-3.70541,"Private room",48,3,0.07,1
"216",682889,"Charming attic, center of Madrid","Centro","Embajadores",40.4064,-3.70898,"Entire home/apt",90,3,0,365
"217",683208,"Elegant & Confortable apartment in the center","Salamanca","Lista",40.43189,-3.67793,"Entire home/apt",280,5,0.53,104
