"","id","name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","reviews_per_month","availability_365"
"4649",18411228,"*Loft Centre-La Latina-Sol-WiFi, A/C*","Centro","Embajadores",40.41023,-3.70533,"Entire home/apt",35,1,5.63,311
"4650",18412722,"Loft muy comodo y bien situado","San Blas - Canillejas","Simancas",40.43956,-3.61889,"Entire home/apt",60,2,2.21,179
"4651",18419930,"Habitación Nº 2. 
Cerca del Aeropuerto de Barajas.","Barajas","Corralejos",40.46856,-3.58789,"Private room",35,1,4.54,0
"4652",18422067,"Habitación Nº1.
Cerca de Barajas.","Barajas","Corralejos",40.46624,-3.58629,"Private room",43,2,2.62,0
"4653",18423711,"Double room in Malasaña. HABITACION DOBLE.","Centro","Universidad",40.42306,-3.70472,"Private room",35,1,1.04,0
"4654",18423794,"Loft FUENCARRAL STREET perfect 4 COUPLES or WORK","Centro","Justicia",40.42163,-3.70051,"Entire home/apt",69,3,4.38,85
"4655",18428211,"Habitacion muy céntrica y acogedora.","Centro","Palacio",40.41317,-3.71544,"Private room",19,1,1.69,0
"4656",18430447,"CASTELLANA, SANTIAGO BERNABEU CUZCO. NETFLIX APART","Tetuán","Castillejos",40.45759,-3.69543,"Entire home/apt",107,1,1.32,141
"4657",18430459,"Bright Apartment with Rooftop","Centro","Cortes",40.41691,-3.6994,"Entire home/apt",160,2,0.15,43
"4658",18430516,"Lujo en el corazón de Chamberi","Chamberí","Almagro",40.43279,-3.69103,"Entire home/apt",86,4,0.53,56
"4659",18435461,"Shared Bedroom Loft in Lavapiés","Centro","Embajadores",40.40995,-3.69711,"Shared room",13,1,0.19,0
"4660",18436291,"Penthouse with Private Terrace","Salamanca","Castellana",40.43298,-3.68247,"Entire home/apt",118,2,0.25,291
"4661",18440451,"Acogedor en el Corazon de Madrid","Centro","Justicia",40.42307,-3.69466,"Entire home/apt",45,2,0.4,122
"4662",18441218,"""Mi locura más tranquila""","Arganzuela","Acacias",40.40013,-3.70123,"Private room",30,2,0.21,0
"4663",18441639,"Apartment in Madrid for 4 People with Balcony","Centro","Embajadores",40.41293,-3.70309,"Entire home/apt",244,3,0,0
"4664",18443731,"M1 Habitacion grande y tranquila to sleep and work","San Blas - Canillejas","Salvador",40.44318,-3.63236,"Private room",17,2,2.14,351
"4665",18445993,"Mi rincón","Centro","Embajadores",40.40803,-3.70906,"Private room",40,1,0,0
"4668",18452301,"Lovely flat nearby Atocha Station.","Arganzuela","Palos de Moguer",40.40629,-3.69315,"Entire home/apt",61,2,1.42,0
"4669",18453184,"Piso precioso y romántico.Metro en puerta.Calidad.","Moncloa - Aravaca","Valdezarza",40.45767,-3.71146,"Entire home/apt",75,1,1.17,179
"4670",18454806,"Amazing Brand-New 3BD 2BTH - City Centre","Centro","Embajadores",40.41143,-3.69965,"Entire home/apt",169,1,2.43,359
"4671",18456038,"4 pax. Design apartment in CHUECA-CENTER district","Centro","Justicia",40.42234,-3.69825,"Entire home/apt",140,2,2.3,129
"4672",18459554,"Alquiler de 1dormitorio","Ciudad Lineal","Ventas",40.42861,-3.65021,"Private room",17,1,0.04,0
"4673",18459674,"Alquiler de habitacion","Ciudad Lineal","Ventas",40.42608,-3.65041,"Private room",50,1,0.33,0
"4674",18461436,"Habitación con litera (2)","Villaverde","Los Rosales",40.34899,-3.6857,"Private room",21,1,0.27,365
"4675",18468081,"Habitación luminosa con balcón (2)","Villaverde","Los Rosales",40.34896,-3.68526,"Private room",34,1,0.95,105
"4676",18470166,"Modern apartment with green views","Chamartín","Prosperidad",40.4393,-3.67766,"Entire home/apt",90,2,0.79,172
"4677",18474084,"Attic of Love for 2 with Jacuzzi","Centro","Universidad",40.42153,-3.70274,"Entire home/apt",73,2,1.6,87
"4678",18474323,"HAB. CON BAÑO. ROOM WITH BATH. BARRIO DE SALAMANCA","Salamanca","Guindalera",40.43718,-3.67062,"Private room",25,1,5.62,0
"4679",18474795,"Acogedora habitación doble a 15 minutos del centro","Usera","San Fermín",40.37153,-3.69132,"Private room",39,2,0.84,347
"4680",18475112,"Nordic design flat close to the centre","Ciudad Lineal","Quintana",40.43223,-3.65507,"Entire home/apt",35,3,0.02,0
"4681",18475379,"Siente el  Paráiso, cerca y sin contaminación.","San Blas - Canillejas","Arcos",40.42185,-3.61892,"Private room",35,2,0.3,365
"4682",18475386,"Walking distance from IE and EAE business school","Chamartín","Ciudad Jardín",40.44627,-3.67581,"Entire home/apt",40,20,0.74,74
"4683",18481018,"Bonito piso en el CENTRO (Lavapiés)","Centro","Embajadores",40.4095,-3.70085,"Entire home/apt",47,3,0.02,0
"4684",18482971,"Chueca - Lovely bright room in the heart of Madrid","Centro","Justicia",40.42265,-3.6998,"Private room",33,2,3.62,180
"4686",18488845,"BEAUTIFUL APART 2DB IN GRAN VIA/SOL/RETIRO PARK","Centro","Justicia",40.42479,-3.69135,"Entire home/apt",111,2,1.31,0
"4687",18495695,"habitación en pleno centro Madrid","Centro","Universidad",40.42189,-3.70362,"Private room",25,3,0.08,365
"4688",18501380,"Habitación climatizada y baño exclusivo","Puente de Vallecas","San Diego",40.3918,-3.66922,"Private room",28,1,7.88,178
"4689",18513634,"ÁTICO con VISTAS y AC en el CENTRO a 1' PZA.MAYOR","Centro","Palacio",40.41523,-3.70985,"Entire home/apt",126,2,0.81,0
"4690",18513743,"Apartamento duplex en Malasaña.","Centro","Universidad",40.42463,-3.70127,"Entire home/apt",60,2,0.79,365
"4691",18515523,"Hip apartment in cozy bar zone","Centro","Universidad",40.42312,-3.70649,"Entire home/apt",61,2,0,0
"4692",18516313,"Cozy apartment in Madrid downtown - Lavapies","Centro","Embajadores",40.40588,-3.70083,"Entire home/apt",68,1,2.23,152
"4693",18516614,"Cozy flat Las Ventas  (2 beds)","Salamanca","Guindalera",40.43182,-3.66421,"Entire home/apt",40,2,1.9,0
"4694",18517628,"Luminous and quiet room to rent","Puente de Vallecas","Palomeras Bajas",40.382,-3.66403,"Private room",20,3,0.63,365
"4695",18521622,"Dormir en el barrio Salamanca-GOYA y baño privado","Salamanca","Goya",40.42567,-3.67784,"Private room",31,2,0.1,0
"4696",18521797,"B2 4 2H Habitación. Apartamento Nuevo y Moderno","Tetuán","Cuatro Caminos",40.45125,-3.70292,"Entire home/apt",138,1,0.13,354
"4697",18524450,"SLATE LOFT by CRAFT - LOFT MADRID CENTRE MALASAÑA","Centro","Universidad",40.42574,-3.70894,"Entire home/apt",53,14,0.63,180
"4698",18532050,"Lovely design flat in Madrid","Arganzuela","Delicias",40.39672,-3.69603,"Entire home/apt",104,3,1.11,365
"4699",18540086,"Malasaña Apartment #","Centro","Universidad",40.42379,-3.70528,"Entire home/apt",55,4,1.55,350
"4700",18540846,"Habitación en pleno centro Madrid","Chamberí","Arapiles",40.43278,-3.70566,"Private room",18,3,3.21,126
"4701",18541960,"Modern penthouse in the heart of Madrid","Centro","Justicia",40.42469,-3.69809,"Entire home/apt",81,4,1.04,81
"4702",18554594,"Habitacion con cocina individual","Latina","Puerta del Angel",40.40875,-3.73975,"Private room",33,3,1.16,180
"4703",18554719,"Double Room in Madrid center La Latina","Centro","Palacio",40.41309,-3.70852,"Private room",29,1,0.04,0
"4704",18556280,"Cute apartment in Doctor Fleming I","Chamartín","Nueva España",40.45927,-3.68818,"Entire home/apt",181,30,0.04,278
"4705",18556567,"Super acogedora y luminosa con el Retiro a 5 min.","Retiro","Pacífico",40.40674,-3.67642,"Private room",29,3,0.06,364
"4706",18559867,"Un clásico próximo Gran Vía","Centro","Universidad",40.42153,-3.70477,"Entire home/apt",99,3,1.16,339
"4707",18561457,"Habitación a 5 min de Plaza de España","Moncloa - Aravaca","Casa de Campo",40.42267,-3.71677,"Private room",40,2,0.02,0
"4708",18562237,"PLAZA ESPAÑA III **Luxury Apartment**","Moncloa - Aravaca","Argüelles",40.42056,-3.71777,"Entire home/apt",99,1,1.28,191
"4709",18566125,"Madrid, residential close to centre","Chamartín","Ciudad Jardín",40.44655,-3.67603,"Entire home/apt",70,2,0,89
"4710",18566314,"Atocha / Retiro (Apartament)","Retiro","Adelfas",40.40236,-3.67275,"Entire home/apt",95,2,1.67,180
"4711",18572644,"Confortable and sunny apartment with Terrace","Fuencarral - El Pardo","Pilar",40.47544,-3.71293,"Entire home/apt",81,5,0.85,349
"4713",18577069,"Las Letras SkyLine - DUPLEX with TERRACE- 2BD","Centro","Embajadores",40.41213,-3.69988,"Entire home/apt",150,1,0.69,258
"4714",18578002,"Centrico apartamento en Glorieta de Embajadores","Centro","Embajadores",40.40543,-3.70238,"Entire home/apt",77,15,1.91,126
"4716",18580048,"Magnificent 2 bedroom apartment in C.CoelloVIII","Salamanca","Castellana",40.43239,-3.68635,"Entire home/apt",310,7,0,104
"4717",18581196,"Studio with Balcony 215","Centro","Sol",40.41562,-3.70544,"Entire home/apt",36,1,1.82,1
"4718",18581591,"hab privado con bano","Centro","Sol",40.41757,-3.7061,"Private room",50,1,0.1,0
"4719",18582831,"APARSOL ESTUDIO 217","Centro","Sol",40.4159,-3.70375,"Entire home/apt",114,1,0.07,365
"4720",18583918,"APARSOL ESTUDIO 218","Centro","Sol",40.41716,-3.70508,"Entire home/apt",69,1,0.28,1
"4721",18584997,"Habitación privada detrás de gran vía","Centro","Palacio",40.42173,-3.71162,"Private room",81,1,1.04,365
"4722",18589389,"pido javi malasaña","Centro","Universidad",40.42256,-3.70114,"Private room",150,5,0,0
"4723",18606398,"Habitacion doble en bonito ático compartido!!!","Salamanca","Guindalera",40.43225,-3.66681,"Private room",69,1,0.06,364
"4724",18610667,"Apartamento acogedor junto a la Plaza Mayor","Centro","Palacio",40.41348,-3.70748,"Entire home/apt",93,2,4.94,73
"4726",18611957,"A VERY COZY APARTMENT IN CHUECA","Centro","Justicia",40.42057,-3.69948,"Entire home/apt",159,1,0.07,0
"4727",18613763,"Preciosa casa 2 habitaciones","Puente de Vallecas","Palomeras Bajas",40.38363,-3.65727,"Entire home/apt",45,5,0.25,79
"4728",18614168,"Tu hogar en malasaña","Centro","Universidad",40.42255,-3.70467,"Private room",49,2,0.27,0
"4729",18622049,"APARTAMENTO CENTR0 LAVAPIES/ATOCHA. WIFI","Centro","Embajadores",40.40666,-3.69856,"Entire home/apt",51,2,2.8,56
"4731",18626851,"Bright and bright new apartment in LagascaVIII","Salamanca","Recoletos",40.42461,-3.68493,"Entire home/apt",258,30,0.02,250
"4733",18627825,"Habitación tranquila y luminosa junto al Retiro.","Retiro","Pacífico",40.40581,-3.67854,"Private room",43,2,0.08,363
"4734",18628006,"Habitación privada en Ático en Atocha","Arganzuela","Atocha",40.40491,-3.69031,"Private room",75,3,0.06,0
"4735",18628102,"Apartamento en el centro de Madrid.","Centro","Palacio",40.41201,-3.70831,"Entire home/apt",48,4,0.11,0
"4736",18630872,"céntrica habitación, junto al metro de las ventas","Ciudad Lineal","Concepción",40.43416,-3.65891,"Private room",18,15,0.32,365
"4737",18631940,"Private room in penthouse in the heart of Chueca","Centro","Justicia",40.42269,-3.69774,"Private room",53,1,0.89,0
"4738",18632965,"Aparsol Estudio con balcon 319","Centro","Sol",40.4173,-3.70501,"Entire home/apt",50,1,0.08,365
"4739",18633600,"Aparsol estudio 321","Centro","Sol",40.41741,-3.70524,"Entire home/apt",80,1,0.32,365
"4740",18634925,"Private little Appartement in the heart of Madrid","Salamanca","Guindalera",40.43444,-3.66308,"Entire home/apt",33,6,1.14,178
"4741",18635096,"Apartamento simpático en Montecarmelo.","Fuencarral - El Pardo","El Goloso",40.50444,-3.69984,"Entire home/apt",65,7,0.55,95
"4742",18641972,"Deluxe Central Madrid Apt in the Art Triangle","Centro","Cortes",40.41095,-3.69439,"Entire home/apt",141,4,0.23,7
"4743",18644138,"MAGNIFICO PISO VACACIONAL","Carabanchel","Comillas",40.39477,-3.70814,"Entire home/apt",60,2,0.23,0
"4744",18644148,"Apartamento moderno en el Centro de Madrid","Centro","Universidad",40.42409,-3.70876,"Entire home/apt",64,2,1.72,197
"4746",18648109,"Jose","Hortaleza","Canillas",40.4649,-3.62974,"Private room",28,1,0,0
"4747",18652834,"Modern Flat  in Chueca Madrid 2","Centro","Justicia",40.423,-3.69797,"Entire home/apt",83,4,1.14,251
"4748",18659250,"Very basic interior priv. Room.","Centro","Cortes",40.41593,-3.69796,"Private room",23,1,1.52,350
"4749",18660406,"Cozy flat city center","Centro","Embajadores",40.40836,-3.70096,"Entire home/apt",65,60,2.6,319
"4750",18661514,"Habitación Privada en Argüelles!","Moncloa - Aravaca","Argüelles",40.43132,-3.71893,"Private room",30,1,0.42,0
"4751",18662487,"Amplia y cómoda vivienda en Puerta del Ángel.","Moncloa - Aravaca","Casa de Campo",40.4149,-3.72888,"Entire home/apt",60,5,0.06,0
"4752",18663087,"Walk to the Prado from a Simple and Chic Apartment with free parking","Arganzuela","Atocha",40.40095,-3.68618,"Entire home/apt",85,1,3.83,199
"4753",18664529,"Elegante, cómodo y céntrico","Arganzuela","Delicias",40.40051,-3.69805,"Private room",32,1,0.96,365
"4754",18665964,"AMAZING GRAN VIA","Centro","Palacio",40.42191,-3.71083,"Entire home/apt",70,1,2.28,0
"4755",18667319,"Habitación Madrid Centro, Atocha
Room near Atocha","Arganzuela","Chopera",40.40091,-3.69928,"Private room",22,3,0.02,0
"4756",18668620,"BEAUTIFUL BEDROOM LOCALITED NEAR TO THE RIVER","Carabanchel","Comillas",40.39601,-3.70879,"Private room",24,30,2.05,365
"4757",18670219,"Cozy and centric apartment","Moncloa - Aravaca","Argüelles",40.42755,-3.71407,"Entire home/apt",80,2,0.65,336
"4758",18671014,"Double Room - Duque de Alba (near Plaza Mayor)","Centro","Embajadores",40.41201,-3.70642,"Private room",179,1,0,0
"4759",18671298,"Habitación individual baño privado cerca a atocha","Chamberí","Gaztambide",40.43071,-3.71527,"Private room",55,1,0,0
"4760",18679572,"Solo chica/girl only/SALON HABILITADO HABITACION","Latina","Cármenes",40.40193,-3.74364,"Private room",16,1,0.44,365
"4761",18681252,"Casa familiar idónea como campamento base","Usera","Moscardó",40.3887,-3.70611,"Entire home/apt",69,6,0,0
"4762",18688866,"Toledino Golden Apartment - Barrio La Latina","Centro","Palacio",40.41163,-3.70847,"Entire home/apt",80,2,3.71,131
"4763",18694221,"Feliz descanso en la capital de los sueños","Arganzuela","Delicias",40.40023,-3.69836,"Private room",25,1,0.55,365
"4764",18696464,"La Latina- Casa Petra, Tranquilo Acogedor Limpio","Centro","Embajadores",40.40774,-3.70527,"Entire home/apt",64,3,5.08,88
"4765",18701568,"**Studio Centre-La Latina-Sol-WiFi, A/C**","Centro","Embajadores",40.40931,-3.70726,"Entire home/apt",36,1,5.55,293
"4766",18702124,"***Studio Centre-La Latina-Sol-WiFi, A/C***","Centro","Embajadores",40.41087,-3.70613,"Entire home/apt",35,1,5.79,334
"4767",18702360,"****Studio Centre-La Latina-Sol-WiFi, A/C****","Centro","Embajadores",40.40907,-3.70761,"Entire home/apt",40,1,6.25,327
"4768",18702452,"Artistic room in the center","Centro","Palacio",40.42125,-3.71303,"Private room",28,2,0.23,0
"4769",18708485,"Room with sunlight the center of Madrid","Centro","Embajadores",40.40803,-3.70217,"Private room",18,30,0.16,4
"4770",18712658,"Apartment w/3 rooms & 3 bathrooms -Puerta del Sol-","Centro","Sol",40.41769,-3.70341,"Entire home/apt",243,1,1.08,338
"4771",18715950,"4 Habitaciones en barrio Almagro, IDEAL FAMILIAS","Chamberí","Almagro",40.43484,-3.6916,"Entire home/apt",200,3,0.02,0
"4772",18719337,"Quiet, confortable and elegant","Villa de Vallecas","Casco Histórico de Vallecas",40.37745,-3.62325,"Entire home/apt",48,1,2.98,289
"4773",18724964,"SANTIAGO BERNABEU- Parking","Tetuán","Cuatro Caminos",40.45283,-3.6932,"Entire home/apt",74,2,3.45,347
"4774",18732848,"Cozy and quiet house in the center","Tetuán","Bellas Vistas",40.45055,-3.70519,"Entire home/apt",40,1,4.36,0
"4775",18735064,"Acogedor piso en malasaña","Centro","Universidad",40.42504,-3.70368,"Entire home/apt",71,1,0.04,0
"4776",18741251,"Lovely apartment in best location!!","Centro","Cortes",40.41431,-3.69858,"Entire home/apt",71,5,0.38,0
"4777",18742589,"Estudio centro de Madrid (25m2)","Chamartín","Castilla",40.46855,-3.68574,"Entire home/apt",75,1,0.48,0
"4778",18750292,"Luminous and calid right in the centre!","Centro","Justicia",40.42606,-3.69706,"Entire home/apt",140,4,0.27,0
"4779",18752763,"Cozy penthouse in Santiago Bernabéu","Tetuán","Cuatro Caminos",40.45304,-3.6926,"Entire home/apt",55,15,0.09,178
"4780",18758504,"Gorgeous room with private balcony in center!","Centro","Embajadores",40.41138,-3.70374,"Private room",44,1,0.06,0
"4781",18763219,"Sunny, spacious apartment in downtown Madrid!","Centro","Embajadores",40.41262,-3.70097,"Entire home/apt",160,2,0.11,0
"4782",18765571,"Habitación doble muy luminosa en La Latina.","Centro","Embajadores",40.40891,-3.70982,"Private room",46,1,1.08,364
"4783",18765719,"Cozy apartment close to Wanda Stadium and airport","San Blas - Canillejas","Rejas",40.44532,-3.57966,"Entire home/apt",57,3,1.27,79
"4784",18765725,"Lindo y cómodo apartamento alquilamos","Retiro","Pacífico",40.40523,-3.67735,"Entire home/apt",25,12,0.19,0
"4785",18766242,"habitación en alto extremadura","Latina","Puerta del Angel",40.40774,-3.73633,"Private room",35,1,0.62,178
"4786",18768618,"Madrid center, Malasaña. Looking for an attic?","Centro","Universidad",40.42552,-3.70307,"Entire home/apt",66,3,1.78,138
"4787",18770129,"Lighting room in Madrid!","Puente de Vallecas","San Diego",40.39612,-3.66528,"Private room",25,3,0.25,0
"4788",18770632,"Atico en Atocha","Centro","Embajadores",40.40953,-3.69507,"Entire home/apt",73,3,0.06,0
"4789",18772305,"FR 6 2H Habitación. Apartamento Nuevo y Moderno","Tetuán","Cuatro Caminos",40.45646,-3.70106,"Entire home/apt",140,1,0.21,354
"4790",18772335,"Cama en el corazón de Madrid","Arganzuela","Palos de Moguer",40.40262,-3.69896,"Private room",26,1,0.34,365
"4791",18772462,"Estupenda habitación c/salón privado. Zona Museos.","Centro","Embajadores",40.40724,-3.69845,"Private room",43,2,2.35,362
"4792",18779998,"CENTRE **Golden Triangle of Art Apartment**","Centro","Embajadores",40.40823,-3.69596,"Entire home/apt",71,1,2.93,0
"4793",18780486,"Apartamento 1 dormitorio con espacios abiertos","Chamberí","Almagro",40.43383,-3.69146,"Entire home/apt",99,5,0,0
"4794",18783817,"Habitación tranquila y cómoda en Madrid","Latina","Aguilas",40.38228,-3.78154,"Private room",30,2,0.12,363
"4795",18788862,"Modern new and cozy bedroom in Chamberí","Chamberí","Rios Rosas",40.44465,-3.7016,"Private room",58,7,0.09,365
"4796",18790669,"Francisco de diego 46","Moncloa - Aravaca","Ciudad Universitaria",40.45733,-3.71576,"Entire home/apt",150,7,0,362
"4797",18798332,"La Gata - Madrid","Latina","Cármenes",40.40277,-3.74163,"Entire home/apt",82,3,0.51,90
"4798",18799179,"Boulevard Juan Bravo St.","Salamanca","Lista",40.43125,-3.67615,"Entire home/apt",91,2,1.44,181
"4799",18800052,"APARTMENT 4PAX CENTRO GRAN VIA PUERTA SOL MALASAÑA","Centro","Universidad",40.42052,-3.70523,"Entire home/apt",37,1,4.5,362
"4800",18803182,"Bright & Cozy 2BD 2BTH with Balcony - CHUECA","Centro","Justicia",40.4232,-3.69837,"Entire home/apt",131,1,2.37,349
"4801",18804810,"Apart. Chamberí, equipped for 5 people, WIFI","Chamberí","Trafalgar",40.43683,-3.70413,"Entire home/apt",330,7,0,0
"4802",18807015,"Cozy studio apartment in city centre","Moncloa - Aravaca","Argüelles",40.42517,-3.71361,"Entire home/apt",195,5,0,0
"4803",18808253,"Plaza de Chueca - The place to be","Centro","Justicia",40.42423,-3.69724,"Entire home/apt",125,1,0.02,0
"4804",18810052,"My sweet home / hogar / <U+BA4B><U+C9C4> <U+B098><U+C758> <U+C9D1> in Malasaña","Centro","Universidad",40.42315,-3.70165,"Entire home/apt",85,2,0.78,0
"4805",18815508,"APARTMENT IN HEART OF MADRID","Centro","Embajadores",40.41132,-3.70161,"Entire home/apt",47,7,2.43,263
"4806",18818015,"Penthouse with large terrace in the city center","Centro","Universidad",40.42129,-3.70339,"Entire home/apt",80,3,0.58,0
"4807",18818916,"Habitación con cama sencilla ampliable a doble.","San Blas - Canillejas","Simancas",40.43294,-3.63283,"Private room",21,1,1.37,90
"4809",18827694,"Nice private room in La Latina","Centro","Embajadores",40.40983,-3.70768,"Private room",35,2,1.05,0
"4810",18832514,"SOL **Vintage Colorful Apartment 3BD**","Centro","Embajadores",40.41194,-3.70167,"Entire home/apt",186,1,3.45,185
"4811",18832992,"Logistics, Center and River. Best spot to discover","Moncloa - Aravaca","Casa de Campo",40.42289,-3.71677,"Entire home/apt",80,3,0,0
"4812",18833462,"Shopping and more","Chamberí","Gaztambide",40.43088,-3.71231,"Entire home/apt",70,3,0,0
"4813",18834384,"Precioso piso Centro Madrid","Chamberí","Trafalgar",40.43227,-3.70117,"Entire home/apt",120,5,0.85,365
"4814",18836458,"FC35 2ºB. Apartamento singular, con WIFI.","Ciudad Lineal","Concepción",40.44597,-3.64445,"Entire home/apt",66,7,0.17,89
"4815",18836632,"(3,6) Moncloa- (2)Quevedo","Chamberí","Gaztambide",40.43431,-3.71268,"Entire home/apt",70,3,0,0
"4816",18836909,"Madrid by the river room1","Arganzuela","Acacias",40.40236,-3.70995,"Private room",30,3,0,0
"4817",18837156,"Madrid by the river 2","Arganzuela","Acacias",40.40139,-3.71014,"Private room",50,3,0,0
"4818",18837266,"Madrid by the river 3","Arganzuela","Acacias",40.40242,-3.70961,"Private room",50,3,0,0
"4819",18837365,"FC35 3ºB. Apartamento singular, con WIFI.","Ciudad Lineal","Concepción",40.44597,-3.64445,"Entire home/apt",66,7,0.27,89
"4820",18837432,"Madrid by the river 4","Arganzuela","Acacias",40.4009,-3.71129,"Private room",50,3,0,0
"4821",18847621,"Sunny calm and silence in Madrid city center","Arganzuela","Palos de Moguer",40.40599,-3.69807,"Private room",38,1,3.67,170
"4822",18847834,"Penthouse with the best views of Madrid.","Centro","Palacio",40.41112,-3.70912,"Entire home/apt",205,3,1.53,269
"4823",18849911,"Habitación  cerca del centro","Villa de Vallecas","Casco Histórico de Vallecas",40.36426,-3.59302,"Private room",19,2,0.45,289
"4824",18850626,"Habitación privada en el centro con wifi y tv","Centro","Universidad",40.4244,-3.70216,"Private room",36,90,1.27,0
"4825",18851115,"Beautiful designed attic in the heart of Madrid","Centro","Justicia",40.4243,-3.69677,"Entire home/apt",108,7,0.26,196
"4826",18852744,"Apt del rey","Chamartín","Prosperidad",40.4415,-3.67249,"Entire home/apt",38,2,0.06,0
"4827",18855589,"Room fun, wie Rumba!","Vicálvaro","Ambroz",40.40483,-3.60903,"Private room",100,2,0.04,87
"4828",18862453,"NEW Apt 4 pax, CHUECA MALASAÑA, wifi","Centro","Universidad",40.42471,-3.70097,"Entire home/apt",76,3,0.69,0
"4829",18862624,"Big room near Plaza Mayor","Centro","Palacio",40.41715,-3.70964,"Private room",40,1,0.08,0
"4830",18865257,"Super chic and bright apartment in Tribunal!!","Centro","Justicia",40.42423,-3.70042,"Entire home/apt",49,3,3.44,0
"4831",18870263,"Superbe appartement Madrid Centre La Latina 4 pers","Centro","Embajadores",40.40739,-3.70859,"Entire home/apt",75,5,0.24,0
"4833",18878500,"AIRPORT-WANDA-CITY CENTER-WIFI Your room!","San Blas - Canillejas","Canillejas",40.4485,-3.60755,"Private room",31,1,0.57,364
"4834",18879262,"Comfortable room, in the centre of Madrid.","Centro","Sol",40.41817,-3.70642,"Private room",60,2,0.2,0
"4835",18880856,"Estudio/WIFI/AA/8min Pz.Toros las Ventas/Metro/Bus","Salamanca","Guindalera",40.4384,-3.66304,"Entire home/apt",20,5,2.66,14
"4836",18880964,"Apartamento acceso independiente junto al Prado","Retiro","Jerónimos",40.41398,-3.69278,"Entire home/apt",82,2,0.1,0
"4837",18882816,"Atico-Santiago Bernabeu","Tetuán","Cuatro Caminos",40.45426,-3.69804,"Entire home/apt",70,3,0,0
"4838",18888228,"Estudio acogedor en pleno Centro de Madrid.","Centro","Embajadores",40.40962,-3.70282,"Entire home/apt",46,3,2.98,89
"4839",18888314,"Spacious sunny home in a great central location","Centro","Cortes",40.41203,-3.69605,"Entire home/apt",124,2,0.11,0
"4840",18889338,"Precioso apartamento //WiFi// en Ventas","Salamanca","Guindalera",40.43788,-3.66721,"Entire home/apt",44,1,2.18,171
"4841",18889343,"GQ22 2º. Apartamento singular, con WIFI.","Ciudad Lineal","Concepción",40.44497,-3.64198,"Entire home/apt",66,7,0.22,89
"4842",18893711,"Gran Vía 6 PAX, 2 Room apt. Historical building","Centro","Palacio",40.42194,-3.70897,"Entire home/apt",102,2,3.8,0
"4843",18894013,"Maria's Cozy Place at Heart of Madrid","Centro","Embajadores",40.40939,-3.70525,"Entire home/apt",160,2,0,13
"4844",18894717,"NUEVO .Apartamento Suite Carranza.","Centro","Universidad",40.42846,-3.70455,"Entire home/apt",110,2,0.17,104
"4845",18894910,"Apartamento atocha","Retiro","Pacífico",40.40651,-3.68203,"Entire home/apt",45,4,0,0
"4846",18895142,"Centrica Habitacio doble","Tetuán","Berruguete",40.45913,-3.70417,"Private room",24,1,0.66,91
"4847",18905622,"la corralada alhambra","Centro","Embajadores",40.41039,-3.70583,"Entire home/apt",40,1,3.02,257
"4848",18909619,"AMAZING PENTHOUSE. ROYAL PALACE","Centro","Palacio",40.41965,-3.71266,"Entire home/apt",140,1,1.93,0
"4849",18910855,"Atractivo piso en el barrio  de Malasaña","Centro","Universidad",40.42651,-3.70558,"Entire home/apt",70,2,1.99,0
"4850",18914394,"Habitación individual Príncipe Pío Zona centro","Moncloa - Aravaca","Casa de Campo",40.42439,-3.72617,"Private room",14,7,0,0
"4851",18920549,"Cool double room with private bathroom in Malasaña","Centro","Justicia",40.42814,-3.70131,"Private room",31,15,0.15,153
"4852",18922191,"Descanso y Tranquilidad","Centro","Palacio",40.41015,-3.71252,"Private room",39,1,1.42,0
"4853",18924082,"ALOJAMIENTO ENTERO MADRID CENTRO","Latina","Puerta del Angel",40.41412,-3.72563,"Entire home/apt",120,2,0.38,0
"4854",18924805,"Habitación Verde Privada 2 Personas - Callao","Centro","Sol",40.41967,-3.70556,"Private room",33,2,3.16,0
"4855",18932588,"COZY, CUTE, AND INTIMATE STUDIO  IN LAVAPIES","Centro","Embajadores",40.41006,-3.70227,"Entire home/apt",100,3,3.66,136
"4856",18935898,"Tu rincón en el RETIRO park","Retiro","Ibiza",40.41959,-3.67736,"Private room",33,3,1.4,89
"4857",18938910,"Fuencarral street room, private bathroom F 28","Centro","Universidad",40.4229,-3.70199,"Private room",43,1,4.72,136
"4858",18939228,"Habitación tranquila","Tetuán","Berruguete",40.46075,-3.70553,"Private room",15,1,0,363
"4859",18939260,"La casita vintage .Paseo de las delicias","Arganzuela","Chopera",40.39433,-3.69578,"Entire home/apt",68,2,1.15,103
"4860",18942413,"Habitación Baño Privado Zona Airport IFEMA Wanda","San Blas - Canillejas","Rejas",40.44256,-3.58315,"Private room",39,1,3.03,365
"4862",18945412,"Habitación con vistas a la calle, muy centrica","Centro","Embajadores",40.4086,-3.70448,"Private room",36,2,1.44,1
"4863",18945887,"HABITACIÓN BAÑO PRIVADO ZONA AIRPORT IFEMA WANDA","San Blas - Canillejas","Rejas",40.44349,-3.58355,"Private room",39,1,2.02,1
"4864",18946328,"Nice Double room with bathroom ensuite!!","Tetuán","Almenara",40.47352,-3.68777,"Private room",46,2,0.06,365
"4865",18947268,"Private room, double bed SOL- CENTER","Centro","Cortes",40.41423,-3.70184,"Private room",35,2,0.39,0
